resident_id,apartment_id,resident_name,gender,age,occupation,phone,email,move_in_date,resident_type,dataset_version
res-01625,t04-f09-u08,vikram menon,female,62,teacher,9936679916.0,vikram.menon1625@gmail.com,2018-07-22,owner,v1.0.0
res-01626,t04-f10-u01,neha sharma,male,47,lawyer,9227399830.0,neha.sharma1626@gmail.com,2024-10-01,owner,v1.0.0
res-01627,t04-f10-u02,arjun iyer,female,63,retired,9450725895.0,arjun.iyer1627@gmail.com,2020-04-16,owner,v1.0.0
res-01628,t04-f10-u02,rohan gupta,male,45,software engineer,9378482739.0,rohan.gupta1628@gmail.com,2015-10-14,tenant,v1.0.0
res-01629,t04-f10-u02,karthik sharma,male,79,software engineer,9553612745.0,karthik.sharma1629@gmail.com,2024-12-17,owner,v1.0.0
res-01630,t04-f10-u02,sneha khan,male,89,lawyer,9398425899.0,sneha.khan1630@gmail.com,2025-08-31,tenant,v1.0.0
res-01631,t04-f10-u03,sneha menon,other,25,lawyer,9871849625.0,sneha.menon1631@gmail.com,2018-04-02,owner,v1.0.0
res-01632,t04-f10-u03,isha das,other,20,architect,9345029226.0,isha.das1632@gmail.com,2024-11-19,owner,v1.0.0
res-01633,t04-f10-u03,meera rao,other,31,banker,9442990898.0,meera.rao1633@gmail.com,2023-06-01,owner,v1.0.0
res-01634,t04-f10-u03,aarav iyer,other,54,software engineer,9368110590.0,aarav.iyer1634@gmail.com,2025-09-07,owner,v1.0.0
res-01635,t04-f10-u03,aarav menon,female,69,lawyer,9706050251.0,invalid-email-format,2016-02-03,owner,v1.0.0
res-01636,t04-f10-u03,lakshmi das,female,26,banker,9575466049.0,invalid-email-format,2019-09-22,tenant,v1.0.0
res-01637,t04-f10-u04,lakshmi nair,female,72,teacher,9364245218.0,lakshmi.nair1637@gmail.com,2023-07-11,owner,v1.0.0
res-01638,t04-f10-u05,neha patel,male,50,lawyer,9566202463.0,neha.patel1638@gmail.com,2026-04-24,owner,v1.0.0
res-01639,t04-f10-u06,ananya sharma,other,25,doctor,9956050388.0,invalid-email-format,2017-07-22,owner,v1.0.0
res-01640,t04-f10-u06,priya iyer,male,70,retired,9346800567.0,priya.iyer1640@gmail.com,2025-03-20,owner,v1.0.0
res-01641,t04-f10-u06,rohan gupta,male,80,teacher,9555057451.0,rohan.gupta1641@gmail.com,2020-07-21,tenant,v1.0.0
res-01642,t04-f10-u06,aarav rao,male,64,lawyer,9215322186.0,aarav.rao1642@gmail.com,2024-09-06,owner,v1.0.0
res-01643,t04-f10-u07,aarav patel,female,25,lawyer,9190661379.0,aarav.patel1643@gmail.com,2024-02-25,owner,v1.0.0
res-01644,t04-f10-u08,priya das,female,31,business owner,9157856516.0,priya.das1644@gmail.com,2021-02-28,owner,v1.0.0
res-01645,t04-f11-u01,deepa nair,male,24,consultant,9487750861.0,deepa.nair1645@gmail.com,2020-05-23,owner,v1.0.0
res-01646,t04-f11-u01,neha gupta,male,69,teacher,9222627606.0,neha.gupta1646@gmail.com,2018-06-13,tenant,v1.0.0
res-01647,t04-f11-u01,aarav sharma,other,73,teacher,9474664565.0,aarav.sharma1647@gmail.com,2020-05-19,owner,v1.0.0
res-01648,t04-f11-u01,amit das,other,72,homemaker,9372473426.0,amit.das1648@gmail.com,2020-10-11,tenant,v1.0.0
res-01649,t04-f11-u02,aarav iyer,male,89,software engineer,9458374978.0,aarav.iyer1649@gmail.com,2024-02-11,owner,v1.0.0
res-01650,t04-f11-u02,rohan reddy,female,50,architect,9522650625.0,rohan.reddy1650@gmail.com,2021-06-11,owner,v1.0.0
res-01651,t04-f11-u02,rahul nair,other,26,retired,9358286271.0,rahul.nair1651@gmail.com,2017-01-10,owner,v1.0.0
res-01652,t04-f11-u02,neha sharma,male,25,consultant,9532701137.0,neha.sharma1652@gmail.com,2021-09-09,owner,v1.0.0
res-01653,t04-f11-u03,isha patel,female,60,sales manager,9732771296.0,isha.patel1653@gmail.com,2026-01-23,owner,v1.0.0
res-01654,t04-f11-u03,ananya sharma,female,80,sales manager,9601822501.0,ananya.sharma1654@gmail.com,2024-12-12,owner,v1.0.0
res-01655,t04-f11-u04,arjun sharma,male,51,homemaker,9353351501.0,arjun.sharma1655@gmail.com,2020-03-30,owner,v1.0.0
res-01656,t04-f11-u04,arjun menon,male,58,business owner,9816947812.0,arjun.menon1656@gmail.com,2018-05-29,owner,v1.0.0
res-01657,t04-f11-u04,suresh reddy,male,50,homemaker,9753746864.0,suresh.reddy1657@gmail.com,2020-09-18,owner,v1.0.0
res-01658,t04-f11-u04,meera menon,female,68,homemaker,9668211193.0,invalid-email-format,2020-10-25,owner,v1.0.0
res-01659,t04-f11-u04,aarav sharma,female,74,sales manager,9229147444.0,rahul.iyer1659@gmail.com,2017-03-21,owner,v1.0.0
res-01660,t04-f11-u04,rohan menon,other,55,doctor,9541186779.0,rohan.menon1660@gmail.com,2016-02-28,tenant,v1.0.0
res-01661,t04-f11-u05,rohan patel,male,45,lawyer,9407793491.0,rohan.patel1661@gmail.com,2015-08-30,owner,v1.0.0
res-01662,t04-f11-u05,neha khan,other,52,business owner,9350502766.0,neha.khan1662@gmail.com,2017-01-09,owner,v1.0.0
res-01663,t04-f11-u05,suresh das,male,44,retired,9819118723.0,suresh.das1663@gmail.com,2019-09-19,owner,v1.0.0
res-01664,t04-f11-u05,ananya menon,female,19,doctor,9863953230.0,ananya.menon1664@gmail.com,2017-02-12,tenant,v1.0.0
res-01665,t04-f11-u05,sneha das,other,35,software engineer,9330148238.0,sneha.das1665@gmail.com,2021-02-07,tenant,v1.0.0
res-01666,t04-f11-u06,aarav sharma,female,87,teacher,9213485048.0,priya.rao1666@gmail.com,2025-05-06,owner,v1.0.0
res-01667,t04-f11-u06,priya reddy,other,21,sales manager,9962482587.0,priya.reddy1667@gmail.com,2018-12-08,tenant,v1.0.0
res-01668,t04-f11-u06,ananya rao,male,48,banker,9834811088.0,ananya.rao1668@gmail.com,2018-06-22,tenant,v1.0.0
res-01669,t04-f11-u06,aarav sharma,male,74,software engineer,9884858813.0,karthik.patel1669@gmail.com,2016-12-18,tenant,v1.0.0
res-01670,t04-f11-u06,aarav patel,other,69,consultant,9426540001.0,aarav.patel1670@gmail.com,2020-05-05,tenant,v1.0.0
res-01671,t04-f11-u07,karthik reddy,male,75,banker,9660435567.0,karthik.reddy1671@gmail.com,2020-08-03,owner,v1.0.0
res-01672,t04-f11-u07,amit rao,female,74,software engineer,9678853959.0,amit.rao1672@gmail.com,2024-05-29,owner,v1.0.0
res-01673,t04-f11-u07,aarav gupta,other,23,architect,9609283947.0,aarav.gupta1673@gmail.com,2022-10-02,owner,v1.0.0
res-01674,t04-f11-u07,rahul reddy,male,66,homemaker,9191405534.0,rahul.reddy1674@gmail.com,2022-12-26,tenant,v1.0.0
res-01675,t04-f11-u07,rahul patel,male,83,lawyer,9824067553.0,rahul.patel1675@gmail.com,2017-03-06,tenant,v1.0.0
res-01676,t04-f11-u07,sneha menon,other,72,retired,9641903228.0,sneha.menon1676@gmail.com,2024-08-27,tenant,v1.0.0
res-01677,t04-f11-u08,amit das,female,79,sales manager,9782243295.0,amit.das1677@gmail.com,2025-10-13,owner,v1.0.0
res-01678,t04-f11-u08,priya menon,female,47,doctor,9377724867.0,priya.menon1678@gmail.com,2016-03-13,tenant,v1.0.0
res-01679,t04-f11-u08,isha patel,female,72,software engineer,9630810146.0,isha.patel1679@gmail.com,2016-04-03,owner,v1.0.0
res-01680,t04-f11-u08,sneha khan,female,88,retired,9340658499.0,sneha.khan1680@gmail.com,2022-08-09,owner,v1.0.0
res-01681,t04-f11-u08,lakshmi patel,female,68,teacher,9414445156.0,lakshmi.patel1681@gmail.com,2019-03-02,tenant,v1.0.0
res-01682,t04-f11-u08,isha gupta,other,66,architect,9687120355.0,isha.gupta1682@gmail.com,2023-07-22,owner,v1.0.0
res-01683,t04-f12-u02,arjun menon,female,21,consultant,9586469216.0,arjun.menon1683@gmail.com,2020-08-09,owner,v1.0.0
res-01684,t04-f12-u02,karthik patel,female,19,teacher,9702190000.0,karthik.patel1684@gmail.com,2030-01-01,tenant,v1.0.0
res-01685,t04-f12-u02,rohan reddy,male,63,homemaker,9916096639.0,rohan.reddy1685@gmail.com,2023-08-14,owner,v1.0.0
res-01686,t04-f12-u02,arjun rao,other,34,software engineer,9639590531.0,arjun.rao1686@gmail.com,2015-06-29,tenant,v1.0.0
res-01687,t04-f12-u02,arjun rao,female,86,retired,9344761663.0,arjun.rao1687@gmail.com,2019-06-16,owner,v1.0.0
res-01688,t04-f12-u02,isha reddy,female,68,lawyer,9262498681.0,isha.reddy1688@gmail.com,2017-11-25,owner,v1.0.0
res-01689,t04-f12-u04,amit menon,other,26,architect,9123681194.0,amit.menon1689@gmail.com,2019-05-10,owner,v1.0.0
res-01690,t04-f12-u04,rahul gupta,male,45,doctor,9729747367.0,rahul.gupta1690@gmail.com,2016-04-17,owner,v1.0.0
res-01691,t04-f12-u04,lakshmi menon,other,38,business owner,9867440618.0,lakshmi.menon1691@gmail.com,2021-10-10,owner,v1.0.0
res-01692,t04-f12-u04,deepa iyer,female,70,software engineer,9466928741.0,deepa.iyer1692@gmail.com,2024-04-01,owner,v1.0.0
res-01693,t04-f12-u05,deepa sharma,female,59,retired,9648728848.0,deepa.sharma1693@gmail.com,2025-04-14,owner,v1.0.0
res-01694,t04-f12-u05,suresh sharma,male,64,consultant,9905817961.0,suresh.sharma1694@gmail.com,2022-12-15,tenant,v1.0.0
res-01695,t04-f12-u05,karthik gupta,male,30,architect,9441324993.0,karthik.gupta1695@gmail.com,2019-01-19,tenant,v1.0.0
res-01696,t04-f12-u05,vikram gupta,female,21,homemaker,9547096294.0,vikram.gupta1696@gmail.com,2021-11-01,owner,v1.0.0
res-01697,t04-f12-u05,neha khan,other,26,retired,9236126068.0,neha.khan1697@gmail.com,2018-06-29,owner,v1.0.0
res-01698,t04-f12-u06,arjun menon,other,87,sales manager,9144915585.0,arjun.menon1698@gmail.com,2020-03-18,owner,v1.0.0
res-01699,t04-f12-u06,aarav sharma,other,36,doctor,9391519393.0,rohan.khan1699@gmail.com,2025-06-13,owner,v1.0.0
res-01700,t04-f12-u06,arjun das,other,31,business owner,9450520909.0,arjun.das1700@gmail.com,2019-05-13,tenant,v1.0.0
res-01701,t04-f12-u07,sneha das,other,66,consultant,9686171791.0,sneha.das1701@gmail.com,2021-08-10,owner,v1.0.0
res-01702,t04-f12-u07,rohan menon,other,74,consultant,9644089873.0,rohan.menon1702@gmail.com,2022-01-25,owner,v1.0.0
res-01703,t04-f12-u07,rahul nair,female,51,banker,9962836693.0,rahul.nair1703@gmail.com,2018-12-11,tenant,v1.0.0
res-01704,t04-f12-u08,priya patel,male,35,homemaker,9829632319.0,priya.patel1704@gmail.com,2024-04-26,owner,v1.0.0
res-01705,t04-f12-u08,neha nair,male,66,software engineer,9477163672.0,neha.nair1705@gmail.com,2025-01-26,owner,v1.0.0
res-01706,t04-f12-u08,neha patel,female,25,business owner,9989308449.0,neha.patel1706@gmail.com,2019-08-29,owner,v1.0.0
res-01707,t04-f13-u01,rohan iyer,female,58,business owner,9541081964.0,rohan.iyer1707@gmail.com,2018-05-22,owner,v1.0.0
res-01708,t04-f13-u01,ananya rao,other,51,banker,9499848971.0,ananya.rao1708@gmail.com,2019-08-15,owner,v1.0.0
res-01709,t04-f13-u02,priya das,female,18,software engineer,9126600019.0,priya.das1709@gmail.com,2019-09-06,owner,v1.0.0
res-01710,t04-f13-u02,karthik gupta,other,50,teacher,9150421098.0,karthik.gupta1710@gmail.com,2023-01-20,tenant,v1.0.0
res-01711,t04-f13-u02,rohan gupta,other,89,homemaker,9566978924.0,rohan.gupta1711@gmail.com,2021-07-04,tenant,v1.0.0
res-01712,t04-f13-u02,isha sharma,female,73,consultant,9273762867.0,isha.sharma1712@gmail.com,2026-03-08,tenant,v1.0.0
res-01713,t04-f13-u02,suresh das,female,80,lawyer,9464982822.0,suresh.das1713@gmail.com,2020-04-25,tenant,v1.0.0
res-01714,t04-f13-u02,amit gupta,female,46,business owner,9938870999.0,amit.gupta1714@gmail.com,2020-08-30,owner,v1.0.0
res-01715,t04-f13-u03,aarav das,male,49,banker,9377120463.0,aarav.das1715@gmail.com,2017-05-20,owner,v1.0.0
res-01716,t04-f13-u03,rohan reddy,other,41,architect,9551228244.0,rohan.reddy1716@gmail.com,2018-06-27,tenant,v1.0.0
res-01717,t04-f13-u03,priya patel,female,60,homemaker,9753092884.0,priya.patel1717@gmail.com,2022-06-14,tenant,v1.0.0
res-01718,t04-f13-u03,priya sharma,other,72,teacher,9300508459.0,priya.sharma1718@gmail.com,2025-01-05,owner,v1.0.0
res-01719,t04-f13-u03,karthik gupta,male,75,architect,9613640397.0,karthik.gupta1719@gmail.com,2018-07-24,owner,v1.0.0
res-01720,t04-f13-u03,meera das,male,58,homemaker,9551228244.0,meera.das1720@gmail.com,2021-12-19,tenant,v1.0.0
res-01721,t04-f13-u04,aarav patel,male,40,consultant,9861434312.0,aarav.patel1721@gmail.com,2025-03-22,owner,v1.0.0
res-01722,t04-f13-u04,lakshmi rao,female,86,retired,9786569718.0,lakshmi.rao1722@gmail.com,2021-12-27,owner,v1.0.0
res-01723,t04-f13-u04,aarav rao,male,31,lawyer,9732229840.0,aarav.rao1723@gmail.com,2020-07-21,owner,v1.0.0
res-01724,t04-f13-u04,neha khan,other,34,business owner,9184967493.0,neha.khan1724@gmail.com,2024-05-27,tenant,v1.0.0
res-01725,t04-f13-u04,amit sharma,female,75,teacher,9871245472.0,amit.sharma1725@gmail.com,2021-10-05,tenant,v1.0.0
res-01726,t04-f13-u05,aarav sharma,other,72,doctor,9258135051.0,arjun.reddy1726@gmail.com,2018-02-25,owner,v1.0.0
res-01727,t04-f13-u06,ananya reddy,male,44,retired,9369754569.0,ananya.reddy1727@gmail.com,2023-10-11,owner,v1.0.0
res-01728,t04-f13-u06,suresh iyer,female,62,homemaker,9883290610.0,suresh.iyer1728@gmail.com,2022-01-06,tenant,v1.0.0
res-01729,t04-f13-u06,amit rao,female,39,banker,9384248553.0,amit.rao1729@gmail.com,2015-09-18,owner,v1.0.0
res-01730,t04-f13-u06,meera reddy,male,89,business owner,9640588944.0,meera.reddy1730@gmail.com,2022-09-15,owner,v1.0.0
res-01731,t04-f13-u07,arjun nair,female,24,software engineer,9825656872.0,arjun.nair1731@gmail.com,2015-10-02,owner,v1.0.0
res-01732,t04-f13-u07,arjun gupta,other,65,consultant,9800301972.0,arjun.gupta1732@gmail.com,2021-02-07,tenant,v1.0.0
res-01733,t04-f13-u07,karthik iyer,male,32,teacher,9307821754.0,karthik.iyer1733@gmail.com,2024-08-12,tenant,v1.0.0
res-01734,t04-f13-u07,meera rao,other,80,sales manager,9766568218.0,meera.rao1734@gmail.com,2018-02-12,tenant,v1.0.0
res-01735,t04-f13-u07,amit khan,female,44,business owner,9813499348.0,amit.khan1735@gmail.com,2023-01-19,owner,v1.0.0
res-01736,t04-f13-u08,sneha khan,male,21,business owner,9989308449.0,sneha.khan1736@gmail.com,2020-02-13,owner,v1.0.0
res-01737,t04-f13-u08,sneha patel,female,63,software engineer,9803359731.0,sneha.patel1737@gmail.com,2020-04-03,tenant,v1.0.0
res-01738,t04-f14-u01,priya patel,other,67,business owner,9987664050.0,priya.patel1738@gmail.com,2025-11-16,owner,v1.0.0
res-01739,t04-f14-u02,arjun nair,other,42,software engineer,9515122551.0,arjun.nair1739@gmail.com,2019-07-08,owner,v1.0.0
res-01740,t04-f14-u02,suresh rao,other,36,consultant,9770153362.0,suresh.rao1740@gmail.com,2016-04-27,owner,v1.0.0
res-01741,t04-f14-u02,suresh iyer,female,19,software engineer,9851624282.0,suresh.iyer1741@gmail.com,2017-07-05,owner,v1.0.0
res-01742,t04-f14-u02,rahul das,female,78,retired,9407740560.0,rahul.das1742@gmail.com,2020-07-29,owner,v1.0.0
res-01743,t04-f14-u02,isha nair,male,53,consultant,9373152725.0,isha.nair1743@gmail.com,2016-01-23,owner,v1.0.0
res-01744,t04-f14-u02,aarav sharma,female,24,retired,9325771414.0,arjun.gupta1744@gmail.com,2017-02-25,tenant,v1.0.0
res-01745,t04-f14-u03,lakshmi patel,female,45,lawyer,9856533579.0,lakshmi.patel1745@gmail.com,2017-07-19,owner,v1.0.0
res-01746,t04-f14-u03,aarav nair,male,33,teacher,9676203014.0,aarav.nair1746@gmail.com,2021-03-23,owner,v1.0.0
res-01747,t04-f14-u03,rohan menon,other,72,homemaker,9666606892.0,rohan.menon1747@gmail.com,2020-07-28,tenant,v1.0.0
res-01748,t04-f14-u03,priya gupta,female,79,homemaker,9854923795.0,priya.gupta1748@gmail.com,2024-11-07,owner,v1.0.0
res-01749,t04-f14-u04,neha patel,female,75,sales manager,9247672031.0,neha.patel1749@gmail.com,2023-07-01,owner,v1.0.0
res-01750,t04-f14-u05,rohan iyer,male,29,homemaker,9680300568.0,rohan.iyer1750@gmail.com,2017-12-16,owner,v1.0.0
res-01751,t04-f14-u05,arjun reddy,female,34,business owner,9989308449.0,arjun.reddy1751@gmail.com,2020-02-06,tenant,v1.0.0
res-01752,t04-f14-u05,amit reddy,female,48,business owner,9709899502.0,amit.reddy1752@gmail.com,2017-06-16,owner,v1.0.0
res-01753,t04-f14-u05,karthik patel,other,88,lawyer,9132301980.0,karthik.patel1753@gmail.com,2021-12-12,owner,v1.0.0
res-01754,t04-f14-u06,sneha menon,male,40,retired,9652637671.0,sneha.menon1754@gmail.com,2015-12-24,owner,v1.0.0
res-01755,t04-f14-u06,vikram reddy,male,33,software engineer,9976403466.0,vikram.reddy1755@gmail.com,2025-01-11,owner,v1.0.0
res-01756,t04-f14-u06,sneha iyer,male,18,software engineer,9167678760.0,sneha.iyer1756@gmail.com,2018-08-02,owner,v1.0.0
res-01757,t04-f14-u07,rohan khan,female,66,doctor,9148650818.0,rohan.khan1757@gmail.com,2016-02-20,owner,v1.0.0
res-01758,t04-f14-u07,neha das,male,19,retired,9189777062.0,neha.das1758@gmail.com,2017-03-04,owner,v1.0.0
res-01759,t04-f14-u07,vikram nair,female,29,consultant,9166262563.0,vikram.nair1759@gmail.com,2016-01-21,tenant,v1.0.0
res-01760,t04-f14-u07,meera nair,other,49,sales manager,9191324301.0,meera.nair1760@gmail.com,2019-09-24,owner,v1.0.0
res-01761,t04-f14-u07,neha gupta,female,88,sales manager,9248447705.0,neha.gupta1761@gmail.com,2024-02-27,owner,v1.0.0
res-01762,t04-f14-u07,meera das,other,58,sales manager,9948369306.0,meera.das1762@gmail.com,2025-03-31,tenant,v1.0.0
res-01763,t04-f15-u02,priya sharma,male,20,lawyer,9989308449.0,invalid-email-format,2017-11-30,owner,v1.0.0
res-01764,t04-f15-u02,sneha sharma,female,53,banker,9896925268.0,sneha.sharma1764@gmail.com,2019-09-30,tenant,v1.0.0
res-01765,t04-f15-u02,amit patel,female,20,software engineer,9568056579.0,amit.patel1765@gmail.com,2021-06-28,tenant,v1.0.0
res-01766,t04-f15-u02,isha gupta,male,27,software engineer,9795038276.0,isha.gupta1766@gmail.com,2021-12-08,tenant,v1.0.0
res-01767,t04-f15-u02,meera patel,other,29,business owner,9403001934.0,meera.patel1767@gmail.com,2026-04-29,tenant,v1.0.0
res-01768,t04-f15-u02,suresh patel,female,52,homemaker,9604050683.0,suresh.patel1768@gmail.com,2025-11-15,tenant,v1.0.0
res-01769,t04-f15-u04,aarav nair,other,42,architect,9550639157.0,aarav.nair1769@gmail.com,2020-03-12,owner,v1.0.0
res-01770,t04-f15-u04,meera rao,male,66,retired,9879123820.0,meera.rao1770@gmail.com,2019-12-24,owner,v1.0.0
res-01771,t04-f15-u04,sneha das,other,76,software engineer,9666886808.0,sneha.das1771@gmail.com,2023-09-20,tenant,v1.0.0
res-01772,t04-f15-u04,ananya khan,other,80,homemaker,9178005036.0,ananya.khan1772@gmail.com,2022-04-05,tenant,v1.0.0
res-01773,t04-f15-u04,aarav sharma,female,41,banker,9586978736.0,lakshmi.menon1773@gmail.com,2016-11-17,owner,v1.0.0
res-01774,t04-f15-u04,amit das,male,48,teacher,9123919685.0,amit.das1774@gmail.com,2015-10-07,owner,v1.0.0
res-01775,t04-f15-u05,rahul reddy,female,63,lawyer,9777595235.0,invalid-email-format,2020-06-27,owner,v1.0.0
res-01776,t04-f15-u05,rohan sharma,female,28,retired,9109957827.0,rohan.sharma1776@gmail.com,2017-10-22,owner,v1.0.0
res-01777,t04-f15-u05,karthik patel,female,64,banker,9648141721.0,karthik.patel1777@gmail.com,2022-10-26,tenant,v1.0.0
res-01778,t04-f15-u05,amit khan,female,55,doctor,9820442333.0,amit.khan1778@gmail.com,2017-12-15,owner,v1.0.0
res-01779,t04-f15-u06,karthik khan,female,67,homemaker,9298511473.0,karthik.khan1779@gmail.com,2017-07-20,owner,v1.0.0
res-01780,t04-f15-u06,ananya rao,other,88,teacher,9401002995.0,ananya.rao1780@gmail.com,2025-04-24,owner,v1.0.0
res-01781,t04-f15-u06,karthik das,female,40,teacher,9251304479.0,karthik.das1781@gmail.com,2019-07-31,tenant,v1.0.0
res-01782,t04-f15-u06,suresh rao,other,27,lawyer,9157331978.0,suresh.rao1782@gmail.com,2017-03-31,tenant,v1.0.0
res-01783,t04-f15-u07,arjun nair,female,34,doctor,9984019695.0,arjun.nair1783@gmail.com,2020-02-19,owner,v1.0.0
res-01784,t04-f15-u07,meera nair,female,23,banker,9567204030.0,meera.nair1784@gmail.com,2017-08-08,tenant,v1.0.0
res-01785,t04-f15-u08,karthik sharma,other,36,teacher,9494244575.0,karthik.sharma1785@gmail.com,2020-10-08,owner,v1.0.0
res-01786,t04-f15-u08,aarav sharma,male,69,business owner,9856050341.0,aarav.sharma1786@gmail.com,2016-04-07,owner,v1.0.0
res-01787,t04-f16-u02,suresh das,female,24,lawyer,9284336848.0,suresh.das1787@gmail.com,2023-12-22,owner,v1.0.0
res-01788,t04-f16-u02,arjun khan,male,82,teacher,9701284690.0,arjun.khan1788@gmail.com,2019-06-29,owner,v1.0.0
res-01789,t04-f16-u03,suresh gupta,male,25,doctor,9621274614.0,suresh.gupta1789@gmail.com,2020-07-05,owner,v1.0.0
res-01790,t04-f16-u03,sneha gupta,other,75,business owner,9196732829.0,sneha.gupta1790@gmail.com,2024-10-24,owner,v1.0.0
res-01791,t04-f16-u03,rahul das,other,65,software engineer,9616974827.0,rahul.das1791@gmail.com,2025-08-09,tenant,v1.0.0
res-01792,t04-f16-u03,lakshmi rao,other,25,doctor,9224735136.0,lakshmi.rao1792@gmail.com,2019-11-26,owner,v1.0.0
res-01793,t04-f16-u03,aarav menon,male,77,doctor,9976475705.0,aarav.menon1793@gmail.com,2018-12-23,tenant,v1.0.0
res-01794,t04-f16-u05,rahul nair,male,72,doctor,9902655870.0,rahul.nair1794@gmail.com,2016-06-22,owner,v1.0.0
res-01795,t04-f16-u05,lakshmi iyer,female,24,homemaker,9246205280.0,lakshmi.iyer1795@gmail.com,2024-02-08,owner,v1.0.0
res-01796,t04-f16-u05,priya khan,male,73,homemaker,9437058401.0,priya.khan1796@gmail.com,2018-09-17,owner,v1.0.0
res-01797,t04-f16-u07,aarav sharma,female,50,sales manager,9193011493.0,aarav.sharma1797@gmail.com,2016-07-03,owner,v1.0.0
res-01798,t04-f16-u07,suresh gupta,male,36,homemaker,9660389049.0,suresh.gupta1798@gmail.com,2021-02-02,tenant,v1.0.0
res-01799,t04-f16-u07,vikram das,female,34,homemaker,9376049186.0,vikram.das1799@gmail.com,2023-03-20,tenant,v1.0.0
res-01800,t04-f16-u08,neha patel,female,29,homemaker,9951511125.0,neha.patel1800@gmail.com,2018-04-04,owner,v1.0.0
res-01801,t04-f16-u08,neha iyer,female,86,doctor,9328940430.0,neha.iyer1801@gmail.com,2016-03-25,owner,v1.0.0
res-01802,t04-f16-u08,priya gupta,female,23,teacher,9477737014.0,priya.gupta1802@gmail.com,2017-08-27,owner,v1.0.0
res-01803,t04-f16-u08,deepa reddy,male,77,consultant,9329067512.0,invalid-email-format,2016-06-15,tenant,v1.0.0
res-01804,t04-f17-u01,lakshmi khan,female,85,business owner,9462275233.0,lakshmi.khan1804@gmail.com,2016-07-27,owner,v1.0.0
res-01805,t04-f17-u01,isha rao,male,69,consultant,9685908727.0,isha.rao1805@gmail.com,2021-06-17,owner,v1.0.0
res-01806,t04-f17-u02,priya das,female,42,homemaker,9688360796.0,priya.das1806@gmail.com,2023-11-20,owner,v1.0.0
res-01807,t04-f17-u02,meera rao,other,42,retired,9426030678.0,meera.rao1807@gmail.com,2015-06-29,tenant,v1.0.0
res-01808,t04-f17-u02,suresh iyer,female,56,architect,9248068723.0,suresh.iyer1808@gmail.com,2020-04-14,owner,v1.0.0
res-01809,t04-f17-u02,suresh nair,male,75,lawyer,9397104592.0,suresh.nair1809@gmail.com,2018-06-10,owner,v1.0.0
res-01810,t04-f17-u02,rohan nair,female,60,banker,9185965515.0,rohan.nair1810@gmail.com,2022-04-05,owner,v1.0.0
res-01811,t04-f17-u02,sneha iyer,other,41,software engineer,9737874179.0,sneha.iyer1811@gmail.com,2025-12-17,tenant,v1.0.0
res-01812,t04-f17-u03,suresh nair,male,23,lawyer,9775323537.0,suresh.nair1812@gmail.com,2018-06-30,owner,v1.0.0
res-01813,t04-f17-u03,aarav sharma,male,47,doctor,9189479909.0,aarav.menon1813@gmail.com,2025-03-21,tenant,v1.0.0
res-01814,t04-f17-u03,rohan patel,other,20,teacher,9452760649.0,rohan.patel1814@gmail.com,2017-04-23,tenant,v1.0.0
res-01815,t04-f17-u03,amit das,male,40,teacher,9780586858.0,amit.das1815@gmail.com,2026-01-28,tenant,v1.0.0
res-01816,t04-f17-u03,lakshmi iyer,female,52,doctor,9832923209.0,lakshmi.iyer1816@gmail.com,2024-05-10,tenant,v1.0.0
res-01817,t04-f17-u03,rahul reddy,male,74,banker,9942816002.0,rahul.reddy1817@gmail.com,2017-06-10,owner,v1.0.0
res-01818,t04-f17-u06,lakshmi sharma,female,38,architect,9915556899.0,lakshmi.sharma1818@gmail.com,2017-03-26,owner,v1.0.0
res-01819,t04-f17-u06,rahul nair,male,61,business owner,9872529595.0,rahul.nair1819@gmail.com,2015-11-28,owner,v1.0.0
res-01820,t04-f17-u06,lakshmi menon,female,74,sales manager,9763180754.0,lakshmi.menon1820@gmail.com,2022-07-14,owner,v1.0.0
res-01821,t04-f17-u07,priya khan,female,23,lawyer,9207259353.0,priya.khan1821@gmail.com,2017-10-06,owner,v1.0.0
res-01822,t04-f17-u07,vikram reddy,female,88,software engineer,9479960269.0,vikram.reddy1822@gmail.com,2018-05-26,tenant,v1.0.0
res-01823,t04-f17-u07,aarav iyer,other,26,software engineer,9110439717.0,aarav.iyer1823@gmail.com,2021-12-09,tenant,v1.0.0
res-01824,t04-f18-u01,meera menon,male,56,software engineer,9318252453.0,meera.menon1824@gmail.com,2018-08-09,owner,v1.0.0
res-01825,t04-f18-u01,aarav gupta,female,34,software engineer,9330331543.0,aarav.gupta1825@gmail.com,2021-07-16,owner,v1.0.0
res-01826,t04-f18-u01,meera patel,male,87,consultant,9773086870.0,meera.patel1826@gmail.com,2019-06-19,owner,v1.0.0
res-01827,t04-f18-u01,deepa nair,other,40,retired,9485660331.0,deepa.nair1827@gmail.com,2022-06-18,owner,v1.0.0
res-01828,t04-f18-u02,deepa nair,other,90,banker,9257311688.0,deepa.nair1828@gmail.com,2025-10-30,owner,v1.0.0
res-01829,t04-f18-u02,rohan patel,male,25,architect,9622797135.0,invalid-email-format,2019-12-16,tenant,v1.0.0
res-01830,t04-f18-u02,aarav das,other,72,retired,9163125085.0,aarav.das1830@gmail.com,2025-07-08,owner,v1.0.0
res-01831,t04-f18-u02,amit khan,female,23,business owner,9614302988.0,invalid-email-format,2020-09-22,tenant,v1.0.0
